dataset,prompt_source_variant,condition,prompt_template_id,feature,feature_value,feature_evidence_quote,auto_confidence,review_required,coding_basis
HAMD-17,HAMD_docx,C15,PROMPT_6D34E5D22513,explicit_scoring_anchors,partial,你的任务是基于该文本，对来访者进行汉密尔顿抑郁量表（HAMD-17）抑郁症状评分。,medium,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C15,PROMPT_6D34E5D22513,negation_handling,explicit,14. 性症状（指性欲减退，月经紊乱等）：0=正常，没有性症状；1=轻度；2=重度；9=不能肯定，或该项对被评者不适合（不计入总分）。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C15,PROMPT_6D34E5D22513,missing_information_rule,abstain_9,14. 性症状（指性欲减退，月经紊乱等）：0=正常，没有性症状；1=轻度；2=重度；9=不能肯定，或该项对被评者不适合（不计入总分）。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C15,PROMPT_6D34E5D22513,temporal_constraint,explicit_window,4. 入睡困难（初段失眠，采用0～2分的3级评分法。各级的标准为：（0）无；（1）轻～中度；（2）重度）：0=正常，没有入睡困难；1=主诉有入睡困难，上床半小时后仍不能入睡（要注意平时病人入睡的时间）；2=主诉每晚均有入睡困难。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C15,PROMPT_6D34E5D22513,frequency_requirement,explicit,4. 入睡困难（初段失眠，采用0～2分的3级评分法。各级的标准为：（0）无；（1）轻～中度；（2）重度）：0=正常，没有入睡困难；1=主诉有入睡困难，上床半小时后仍不能入睡（要注意平时病人入睡的时间）；2=主诉每晚均有入睡困难。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C15,PROMPT_6D34E5D22513,inference_permission,moderate,2. 基于输入文本线索，评估来访者在 HAMD-17 量表17个维度上的得分，并计算total_score。,medium,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C15,PROMPT_6D34E5D22513,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C15,PROMPT_6D34E5D22513,abstention_permission,required_when_insufficient,14. 性症状（指性欲减退，月经紊乱等）：0=正常，没有性症状；1=轻度；2=重度；9=不能肯定，或该项对被评者不适合（不计入总分）。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C15,PROMPT_6D34E5D22513,output_rigidity,strict_json_schema,- 仅输出纯 JSON 对象，不要输出任何代码块标记（如 ```json）。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C15,PROMPT_6D34E5D22513,itemwise_reasoning_requirement,yes,- 每个维度需输出 reasoning（打分的临床推断依据）和 confidence_score（0.00-1.00）。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C15,PROMPT_6D34E5D22513,uncertainty_requirement,confidence_required,- 每个维度需输出 reasoning（打分的临床推断依据）和 confidence_score（0.00-1.00）。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C16,PROMPT_6D34E5D22513,evidence_requirement,required,- key_evidence 摘自输入文本或填 null。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C16,PROMPT_6D34E5D22513,evidence_quote_required,yes,"  ""dimensions"": [{""dimension_id"":1,""dimension_name"":""抑郁情绪"",""score"":0,""key_evidence"":""原文引用或null"",""reasoning"":""该维度打分的临床推断依据"",""confidence_score"":0.00}],",high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C16,PROMPT_6D34E5D22513,explicit_scoring_anchors,partial,你的任务是基于该文本，对来访者进行汉密尔顿抑郁量表（HAMD-17）抑郁症状评分。,medium,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C16,PROMPT_6D34E5D22513,negation_handling,explicit,14. 性症状（指性欲减退，月经紊乱等）：0=正常，没有性症状；1=轻度；2=重度；9=不能肯定，或该项对被评者不适合（不计入总分）。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C16,PROMPT_6D34E5D22513,missing_information_rule,abstain_9,14. 性症状（指性欲减退，月经紊乱等）：0=正常，没有性症状；1=轻度；2=重度；9=不能肯定，或该项对被评者不适合（不计入总分）。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C16,PROMPT_6D34E5D22513,temporal_constraint,explicit_window,4. 入睡困难（初段失眠，采用0～2分的3级评分法。各级的标准为：（0）无；（1）轻～中度；（2）重度）：0=正常，没有入睡困难；1=主诉有入睡困难，上床半小时后仍不能入睡（要注意平时病人入睡的时间）；2=主诉每晚均有入睡困难。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C16,PROMPT_6D34E5D22513,frequency_requirement,explicit,4. 入睡困难（初段失眠，采用0～2分的3级评分法。各级的标准为：（0）无；（1）轻～中度；（2）重度）：0=正常，没有入睡困难；1=主诉有入睡困难，上床半小时后仍不能入睡（要注意平时病人入睡的时间）；2=主诉每晚均有入睡困难。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C16,PROMPT_6D34E5D22513,inference_permission,moderate,2. 基于输入文本线索，评估来访者在 HAMD-17 量表17个维度上的得分，并计算total_score。,medium,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C16,PROMPT_6D34E5D22513,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C16,PROMPT_6D34E5D22513,abstention_permission,required_when_insufficient,14. 性症状（指性欲减退，月经紊乱等）：0=正常，没有性症状；1=轻度；2=重度；9=不能肯定，或该项对被评者不适合（不计入总分）。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C16,PROMPT_6D34E5D22513,output_rigidity,strict_json_schema,- 仅输出纯 JSON 对象，不要输出任何代码块标记（如 ```json）。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C16,PROMPT_6D34E5D22513,itemwise_reasoning_requirement,yes,- 每个维度需输出 reasoning（打分的临床推断依据）和 confidence_score（0.00-1.00）。,high,no,prompt text/code output only; no model performance fields used
HAMD-17,HAMD_docx,C16,PROMPT_6D34E5D22513,uncertainty_requirement,confidence_required,- 每个维度需输出 reasoning（打分的临床推断依据）和 confidence_score（0.00-1.00）。,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C01,PROMPT_56B1BF4822F7,evidence_requirement,required,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C01,PROMPT_56B1BF4822F7,evidence_quote_required,yes,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C01,PROMPT_56B1BF4822F7,explicit_scoring_anchors,partial,Severity categories are interpreted using the PHQ-8 total score: 0–4=No or minimal; 5–9=Mild; 10–14=Moderate; 15–24=Severe.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C01,PROMPT_56B1BF4822F7,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C01,PROMPT_56B1BF4822F7,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C01,PROMPT_56B1BF4822F7,temporal_constraint,generic,"2. Based on the input text clues and PHQ-8 symptom items and severity, determine the current overall depression severity level of the participant.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C01,PROMPT_56B1BF4822F7,frequency_requirement,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C01,PROMPT_56B1BF4822F7,inference_permission,moderate,key_evidence must be extracted from the input text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C01,PROMPT_56B1BF4822F7,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C01,PROMPT_56B1BF4822F7,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C01,PROMPT_56B1BF4822F7,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C01,PROMPT_56B1BF4822F7,itemwise_reasoning_requirement,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C01,PROMPT_56B1BF4822F7,uncertainty_requirement,confidence_required,"""confidence_score"": 0.00,",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C02,PROMPT_56B1BF4822F7,evidence_requirement,required,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C02,PROMPT_56B1BF4822F7,evidence_quote_required,yes,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C02,PROMPT_56B1BF4822F7,explicit_scoring_anchors,partial,Severity categories are interpreted using the PHQ-8 total score: 0–4=No or minimal; 5–9=Mild; 10–14=Moderate; 15–24=Severe.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C02,PROMPT_56B1BF4822F7,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C02,PROMPT_56B1BF4822F7,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C02,PROMPT_56B1BF4822F7,temporal_constraint,generic,"2. Based on the input text clues and PHQ-8 symptom items and severity, determine the current overall depression severity level of the participant.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C02,PROMPT_56B1BF4822F7,frequency_requirement,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C02,PROMPT_56B1BF4822F7,inference_permission,moderate,key_evidence must be extracted from the input text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C02,PROMPT_56B1BF4822F7,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C02,PROMPT_56B1BF4822F7,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C02,PROMPT_56B1BF4822F7,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C02,PROMPT_56B1BF4822F7,itemwise_reasoning_requirement,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C02,PROMPT_56B1BF4822F7,uncertainty_requirement,confidence_required,"""confidence_score"": 0.00,",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C03,PROMPT_9874DE0BB3FE,evidence_requirement,required,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C03,PROMPT_9874DE0BB3FE,evidence_quote_required,yes,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C03,PROMPT_9874DE0BB3FE,explicit_scoring_anchors,partial,Your task is to score the depressive symptoms of the participant using the Patient Health Questionnaire-8 (PHQ-8) based on this text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C03,PROMPT_9874DE0BB3FE,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C03,PROMPT_9874DE0BB3FE,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C03,PROMPT_9874DE0BB3FE,temporal_constraint,explicit_window,Each item is scored according to how often the symptom occurred in the past two weeks: 0=Not at all; 1=Several days; 2=More than half the days; 3=Nearly every day.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C03,PROMPT_9874DE0BB3FE,frequency_requirement,explicit,The Patient Health Questionnaire-8 (PHQ-8) includes the following symptom items and frequency criteria.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C03,PROMPT_9874DE0BB3FE,inference_permission,moderate,key_evidence must be extracted from the input text or filled as null.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C03,PROMPT_9874DE0BB3FE,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C03,PROMPT_9874DE0BB3FE,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C03,PROMPT_9874DE0BB3FE,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C03,PROMPT_9874DE0BB3FE,itemwise_reasoning_requirement,yes,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C03,PROMPT_9874DE0BB3FE,uncertainty_requirement,confidence_required,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C04,PROMPT_9874DE0BB3FE,evidence_requirement,required,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C04,PROMPT_9874DE0BB3FE,evidence_quote_required,yes,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C04,PROMPT_9874DE0BB3FE,explicit_scoring_anchors,partial,Your task is to score the depressive symptoms of the participant using the Patient Health Questionnaire-8 (PHQ-8) based on this text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C04,PROMPT_9874DE0BB3FE,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C04,PROMPT_9874DE0BB3FE,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C04,PROMPT_9874DE0BB3FE,temporal_constraint,explicit_window,Each item is scored according to how often the symptom occurred in the past two weeks: 0=Not at all; 1=Several days; 2=More than half the days; 3=Nearly every day.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C04,PROMPT_9874DE0BB3FE,frequency_requirement,explicit,The Patient Health Questionnaire-8 (PHQ-8) includes the following symptom items and frequency criteria.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C04,PROMPT_9874DE0BB3FE,inference_permission,moderate,key_evidence must be extracted from the input text or filled as null.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C04,PROMPT_9874DE0BB3FE,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C04,PROMPT_9874DE0BB3FE,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C04,PROMPT_9874DE0BB3FE,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C04,PROMPT_9874DE0BB3FE,itemwise_reasoning_requirement,yes,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C04,PROMPT_9874DE0BB3FE,uncertainty_requirement,confidence_required,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C05,PROMPT_87439E4FE0CD,evidence_requirement,required,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C05,PROMPT_87439E4FE0CD,evidence_quote_required,yes,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C05,PROMPT_87439E4FE0CD,explicit_scoring_anchors,partial,Severity categories are interpreted using the PHQ-8 total score: 0–4=No or minimal; 5–9=Mild; 10–14=Moderate; 15–24=Severe.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C05,PROMPT_87439E4FE0CD,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C05,PROMPT_87439E4FE0CD,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C05,PROMPT_87439E4FE0CD,temporal_constraint,generic,"2. Based on the input text clues and PHQ-8 symptom items and severity, determine the current overall depression severity level of the participant.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C05,PROMPT_87439E4FE0CD,frequency_requirement,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C05,PROMPT_87439E4FE0CD,inference_permission,moderate,key_evidence must be extracted from the input text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C05,PROMPT_87439E4FE0CD,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C05,PROMPT_87439E4FE0CD,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C05,PROMPT_87439E4FE0CD,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C05,PROMPT_87439E4FE0CD,itemwise_reasoning_requirement,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C05,PROMPT_87439E4FE0CD,uncertainty_requirement,confidence_required,"""confidence_score"": 0.00,",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C06,PROMPT_87439E4FE0CD,evidence_requirement,required,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C06,PROMPT_87439E4FE0CD,evidence_quote_required,yes,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C06,PROMPT_87439E4FE0CD,explicit_scoring_anchors,partial,Severity categories are interpreted using the PHQ-8 total score: 0–4=No or minimal; 5–9=Mild; 10–14=Moderate; 15–24=Severe.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C06,PROMPT_87439E4FE0CD,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C06,PROMPT_87439E4FE0CD,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C06,PROMPT_87439E4FE0CD,temporal_constraint,generic,"2. Based on the input text clues and PHQ-8 symptom items and severity, determine the current overall depression severity level of the participant.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C06,PROMPT_87439E4FE0CD,frequency_requirement,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C06,PROMPT_87439E4FE0CD,inference_permission,moderate,key_evidence must be extracted from the input text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C06,PROMPT_87439E4FE0CD,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C06,PROMPT_87439E4FE0CD,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C06,PROMPT_87439E4FE0CD,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C06,PROMPT_87439E4FE0CD,itemwise_reasoning_requirement,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C06,PROMPT_87439E4FE0CD,uncertainty_requirement,confidence_required,"""confidence_score"": 0.00,",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C07,PROMPT_861C0F2D67EE,evidence_requirement,required,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C07,PROMPT_861C0F2D67EE,evidence_quote_required,yes,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C07,PROMPT_861C0F2D67EE,explicit_scoring_anchors,partial,Your task is to score the depressive symptoms of the participant using the Patient Health Questionnaire-8 (PHQ-8) based on this text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C07,PROMPT_861C0F2D67EE,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C07,PROMPT_861C0F2D67EE,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C07,PROMPT_861C0F2D67EE,temporal_constraint,explicit_window,Each item is scored according to how often the symptom occurred in the past two weeks: 0=Not at all; 1=Several days; 2=More than half the days; 3=Nearly every day.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C07,PROMPT_861C0F2D67EE,frequency_requirement,explicit,The Patient Health Questionnaire-8 (PHQ-8) includes the following symptom items and frequency criteria.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C07,PROMPT_861C0F2D67EE,inference_permission,moderate,key_evidence must be extracted from the input text or filled as null.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C07,PROMPT_861C0F2D67EE,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C07,PROMPT_861C0F2D67EE,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C07,PROMPT_861C0F2D67EE,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C07,PROMPT_861C0F2D67EE,itemwise_reasoning_requirement,yes,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C07,PROMPT_861C0F2D67EE,uncertainty_requirement,confidence_required,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C08,PROMPT_861C0F2D67EE,evidence_requirement,required,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C08,PROMPT_861C0F2D67EE,evidence_quote_required,yes,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C08,PROMPT_861C0F2D67EE,explicit_scoring_anchors,partial,Your task is to score the depressive symptoms of the participant using the Patient Health Questionnaire-8 (PHQ-8) based on this text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C08,PROMPT_861C0F2D67EE,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C08,PROMPT_861C0F2D67EE,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C08,PROMPT_861C0F2D67EE,temporal_constraint,explicit_window,Each item is scored according to how often the symptom occurred in the past two weeks: 0=Not at all; 1=Several days; 2=More than half the days; 3=Nearly every day.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C08,PROMPT_861C0F2D67EE,frequency_requirement,explicit,The Patient Health Questionnaire-8 (PHQ-8) includes the following symptom items and frequency criteria.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C08,PROMPT_861C0F2D67EE,inference_permission,moderate,key_evidence must be extracted from the input text or filled as null.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C08,PROMPT_861C0F2D67EE,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C08,PROMPT_861C0F2D67EE,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C08,PROMPT_861C0F2D67EE,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C08,PROMPT_861C0F2D67EE,itemwise_reasoning_requirement,yes,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C08,PROMPT_861C0F2D67EE,uncertainty_requirement,confidence_required,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C09,PROMPT_7219878D18E6,evidence_requirement,required,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C09,PROMPT_7219878D18E6,evidence_quote_required,yes,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C09,PROMPT_7219878D18E6,explicit_scoring_anchors,partial,Severity categories are interpreted using the PHQ-8 total score: 0–4=No or minimal; 5–9=Mild; 10–14=Moderate; 15–24=Severe.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C09,PROMPT_7219878D18E6,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C09,PROMPT_7219878D18E6,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C09,PROMPT_7219878D18E6,temporal_constraint,generic,"2. Based on the input text clues and PHQ-8 symptom items and severity, determine the current overall depression severity level of the participant.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C09,PROMPT_7219878D18E6,frequency_requirement,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C09,PROMPT_7219878D18E6,inference_permission,moderate,key_evidence must be extracted from the input text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C09,PROMPT_7219878D18E6,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C09,PROMPT_7219878D18E6,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C09,PROMPT_7219878D18E6,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C09,PROMPT_7219878D18E6,itemwise_reasoning_requirement,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C09,PROMPT_7219878D18E6,uncertainty_requirement,confidence_required,"""confidence_score"": 0.00,",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C10,PROMPT_7219878D18E6,evidence_requirement,required,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C10,PROMPT_7219878D18E6,evidence_quote_required,yes,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C10,PROMPT_7219878D18E6,explicit_scoring_anchors,partial,Severity categories are interpreted using the PHQ-8 total score: 0–4=No or minimal; 5–9=Mild; 10–14=Moderate; 15–24=Severe.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C10,PROMPT_7219878D18E6,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C10,PROMPT_7219878D18E6,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C10,PROMPT_7219878D18E6,temporal_constraint,generic,"2. Based on the input text clues and PHQ-8 symptom items and severity, determine the current overall depression severity level of the participant.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C10,PROMPT_7219878D18E6,frequency_requirement,absent,,high,no,prompt text/code output only; no model performance fields used
